time,category,count
2022-02-04 07:00:00,who,1364
2022-02-04 15:00:00,1️⃣,88
2022-02-04 13:00:00,COUNT=660,178
2022-02-04 14:00:00,COUNT=178,398
2022-02-04 07:00:00,COUNT=497,93
2022-02-01 21:00:00,COUNT=377,9
2022-02-04 11:00:00,COUNT=377,160
2022-02-04 10:00:00,COUNT=254,201
2022-02-04 18:00:00,COUNT=371,68
2022-02-04 05:00:00,COUNT=286,21
2022-02-04 13:00:00,new,663
2022-02-04 16:00:00,COUNT=596,81
2022-02-01 21:00:00,🥺,33
2022-02-04 09:00:00,COUNT=307,220
2022-02-04 07:00:00,hear,186
2022-02-04 17:00:00,recent,68
2022-02-04 12:00:00,#NCT127,10
2022-02-04 12:00:00,can't,210
2022-02-04 17:00:00,&lt;3,70
2022-02-01 20:00:00,COUNT=573,74
2022-02-04 13:00:00,Rt,102
2022-02-04 13:00:00,COUNT=310,200
2022-02-04 18:00:00,COUNT=559,79
2022-02-04 06:00:00,Let’s,140
2022-02-04 17:00:00,China,86
2022-02-04 17:00:00,COUNT=485,87
2022-02-04 17:00:00,😈,60
2022-02-04 06:00:00,Today,105
2022-02-04 07:00:00,COUNT=659,163
2022-02-04 08:00:00,COUNT=858,244
2022-02-01 20:00:00,COUNT=795,49
2022-02-04 14:00:00,such,151
2022-02-04 13:00:00,COUNT=837,68
2022-02-04 18:00:00,Not,73
2022-02-04 09:00:00,go,628
2022-02-04 08:00:00,COUNT=854,126
2022-02-04 07:00:00,$150,81
2022-02-01 21:00:00,COUNT=489,34
2022-02-01 21:00:00,history,16
2022-02-04 17:00:00,|,1789
2022-02-04 12:00:00,COUNT=680,46
2022-02-01 20:00:00,wish,122
2022-02-04 17:00:00,able,65
2022-02-04 07:00:00,COUNT=608,69
2022-02-04 12:00:00,COUNT=555,210
2022-02-04 17:00:00,things,183
2022-02-04 06:00:00,COUNT=325,104
2022-02-04 08:00:00,ask,188
2022-02-04 06:00:00,feel,327
2022-02-01 20:00:00,looking,135
2022-02-01 20:00:00,see,404
2022-02-04 17:00:00,COUNT=488,85
2022-02-04 06:00:00,send,167
2022-02-04 10:00:00,o…,92
2022-02-04 05:00:00,COUNT=748,1
2022-02-04 05:00:00,what,106
2022-02-04 12:00:00,My,622
2022-02-04 15:00:00,My,507
2022-02-04 15:00:00,made,298
2022-02-01 20:00:00,❤️,180
2022-02-04 06:00:00,baby,137
2022-02-04 18:00:00,you’re,92
2022-02-04 16:00:00,something,207
2022-02-04 10:00:00,well,192
2022-02-01 21:00:00,COUNT=705,7
2022-02-04 11:00:00,best,440
2022-02-04 07:00:00,understand,115
2022-02-04 13:00:00,COUNT=435,39
2022-02-04 13:00:00,12,247
2022-02-01 20:00:00,COUNT=880,23
2022-02-01 21:00:00,this,405
2022-02-04 15:00:00,COUNT=904,36
2022-02-04 12:00:00,COUNT=577,79
2022-02-01 20:00:00,Happy,426
2022-02-04 06:00:00,enter:,133
2022-02-04 06:00:00,COUNT=730,83
2022-02-04 10:00:00,then,360
2022-02-04 09:00:00,give,397
2022-02-04 07:00:00,@sof1azara03:,90
2022-02-04 09:00:00,Watch,71
2022-02-04 15:00:00,RT,28696
2022-02-04 18:00:00,less,45
2022-02-04 10:00:00,COUNT=4,7692
2022-02-01 20:00:00,COUNT=1,45605
2022-02-01 21:00:00,COUNT=16,265
2022-02-04 07:00:00,COUNT=10,3502
2022-02-04 12:00:00,COUNT=46,1211
2022-02-04 09:00:00,COUNT=104,504
2022-02-01 20:00:00,COUNT=63,411
2022-02-04 17:00:00,COUNT=25,1515
2022-02-04 15:00:00,COUNT=27,1614
2022-02-04 17:00:00,COUNT=104,478
2022-02-04 14:00:00,COUNT=109,443
2022-02-04 12:00:00,COUNT=256,204
2022-02-04 06:00:00,COUNT=446,247
2022-02-04 05:00:00,COUNT=447,11
2022-02-04 05:00:00,COUNT=120,62
2022-02-04 05:00:00,COUNT=25,148
2022-02-04 15:00:00,COUNT=130,366
2022-02-04 12:00:00,COUNT=210,344
2022-02-04 11:00:00,COUNT=190,278
2022-02-04 12:00:00,you.,211
2022-02-04 17:00:00,~,690
2022-02-04 09:00:00,COUNT=143,327
2022-02-04 08:00:00,COUNT=134,402
2022-02-04 09:00:00,Nicki,70
2022-02-04 16:00:00,COUNT=209,296
2022-02-04 14:00:00,COUNT=654,139
2022-02-04 15:00:00,COUNT=476,124
2022-02-04 06:00:00,15,90
2022-02-04 07:00:00,COUNT=239,136
2022-02-04 06:00:00,COUNT=128,430
2022-02-01 21:00:00,COUNT=188,18
2022-02-04 07:00:00,COUNT=405,132
2022-02-04 15:00:00,COUNT=174,287
2022-02-04 16:00:00,COUNT=148,204
2022-02-04 11:00:00,COUNT=199,277
2022-02-04 16:00:00,COUNT=268,200
2022-02-04 11:00:00,COUNT=450,215
2022-02-01 21:00:00,th…,11
2022-02-04 17:00:00,COUNT=415,71
2022-02-04 13:00:00,COUNT=215,468
2022-02-04 09:00:00,down,288
2022-02-04 17:00:00,boy,86
2022-02-04 18:00:00,put,79
2022-02-04 05:00:00,COUNT=216,14
2022-02-04 18:00:00,COUNT=402,120
2022-02-04 14:00:00,COUNT=433,76
2022-02-04 11:00:00,COUNT=472,116
2022-02-01 21:00:00,COUNT=715,7
2022-02-04 10:00:00,twitter,82
2022-02-04 06:00:00,COUNT=290,332
2022-02-04 13:00:00,this.,103
2022-02-04 05:00:00,COUNT=731,13
2022-02-04 05:00:00,COUNT=834,16
2022-02-04 10:00:00,COUNT=368,313
2022-02-04 18:00:00,COUNT=707,72
2022-02-04 15:00:00,COUNT=359,159
2022-02-04 07:00:00,fine,74
2022-02-04 10:00:00,COUNT=605,270
2022-02-04 07:00:00,bro,99
2022-02-01 20:00:00,COUNT=617,74
2022-02-04 10:00:00,COUNT=267,156
2022-02-04 06:00:00,rt,182
2022-02-04 08:00:00,COUNT=390,81
2022-02-04 08:00:00,COUNT=665,298
2022-02-04 11:00:00,COUNT=498,237
2022-02-04 05:00:00,COUNT=392,27
2022-02-04 17:00:00,COUNT=455,120
2022-02-04 17:00:00,WE,99
2022-02-04 06:00:00,COUNT=826,114
2022-02-04 14:00:00,COUNT=784,173
2022-02-04 18:00:00,COUNT=310,81
2022-02-04 13:00:00,COUNT=394,110
2022-02-04 14:00:00,COUNT=650,46
2022-02-04 11:00:00,1st,166
2022-02-04 05:00:00,COUNT=756,2
2022-02-04 14:00:00,years,274
2022-02-01 21:00:00,COUNT=751,14
2022-02-04 11:00:00,COUNT=346,241
2022-02-04 17:00:00,COUNT=812,87
2022-02-04 15:00:00,miss,227
2022-02-04 11:00:00,such,168
2022-02-04 12:00:00,COUNT=753,138
2022-02-04 15:00:00,COUNT=753,93
2022-02-04 12:00:00,COUNT=854,131
2022-02-04 14:00:00,is,6524
2022-02-04 17:00:00,COUNT=489,126
2022-02-04 15:00:00,support,164
2022-02-04 09:00:00,"you,",137
2022-02-04 14:00:00,public,85
2022-02-04 09:00:00,COUNT=445,35
2022-02-04 09:00:00,It,497
2022-02-04 05:00:00,things,23
2022-02-04 16:00:00,thought,125
2022-02-04 12:00:00,thought,174
2022-02-04 12:00:00,just,1652
2022-02-04 18:00:00,just,672
2022-02-04 08:00:00,COUNT=590,100
2022-02-01 20:00:00,the,9781
2022-02-04 09:00:00,COUNT=735,194
2022-02-04 16:00:00,win,246
2022-02-04 15:00:00,COUNT=745,114
2022-02-04 05:00:00,COUNT=744,8
2022-02-04 05:00:00,COUNT=616,9
2022-02-04 11:00:00,🤣,83
2022-02-04 14:00:00,doesn’t,95
2022-02-04 05:00:00,he’s,17
2022-02-04 10:00:00,There,183
2022-02-04 17:00:00,ON,179
2022-02-04 08:00:00,@ENHYPEN,11
2022-02-04 10:00:00,it.,250
2022-02-04 14:00:00,need,579
2022-02-04 10:00:00,better,351
2022-02-04 07:00:00,against,249
2022-02-04 08:00:00,❤️,256
2022-02-04 10:00:00,Me,126
2022-02-01 21:00:00,COUNT=634,14
2022-02-04 08:00:00,didn't,118
2022-02-04 09:00:00,ain’t,94
2022-02-04 18:00:00,$10,60
2022-02-04 16:00:00,10,341
2022-02-04 13:00:00,yes,71
2022-02-04 12:00:00,$15,124
2022-02-01 21:00:00,try,11
2022-02-04 09:00:00,heart,121
2022-02-04 16:00:00,COUNT=649,61
2022-02-01 21:00:00,COUNT=791,12
2022-02-01 21:00:00,fan,12
2022-02-04 17:00:00,Day,117
2022-02-04 10:00:00,went,153
2022-02-04 08:00:00,🔥,253
2022-02-04 17:00:00,COUNT=904,79
2022-02-04 16:00:00,COUNT=913,50
2022-02-04 10:00:00,or,1114
2022-02-04 15:00:00,damn,80
2022-02-04 08:00:00,COUNT=4,8017
2022-02-04 12:00:00,COUNT=49,839
2022-02-01 21:00:00,COUNT=161,55
2022-02-04 16:00:00,COUNT=245,219
2022-02-04 11:00:00,those,296
2022-02-04 14:00:00,COUNT=21,2009
2022-02-04 13:00:00,COUNT=20,1956
2022-02-04 09:00:00,COUNT=245,197
2022-02-04 18:00:00,Did,37
2022-02-04 06:00:00,COUNT=124,501
2022-02-04 14:00:00,COUNT=44,1114
2022-02-04 15:00:00,COUNT=171,370
2022-02-04 06:00:00,COUNT=90,709
2022-02-04 15:00:00,COUNT=120,500
2022-02-01 21:00:00,COUNT=74,80
2022-02-04 10:00:00,COUNT=156,273
2022-02-04 14:00:00,COUNT=89,648
2022-02-04 16:00:00,COUNT=130,403
2022-02-04 07:00:00,used,176
2022-02-04 16:00:00,COUNT=563,174
2022-02-04 15:00:00,COUNT=142,291
2022-02-04 06:00:00,COUNT=831,166
2022-02-04 11:00:00,COUNT=831,131
2022-02-04 07:00:00,COUNT=296,236
2022-02-04 15:00:00,I'm,533
2022-02-04 15:00:00,COUNT=247,227
2022-02-04 18:00:00,COUNT=593,40
2022-02-04 12:00:00,COUNT=220,363
2022-02-04 09:00:00,GIVEAWAY,217
2022-02-04 14:00:00,COUNT=340,180
2022-02-04 09:00:00,COUNT=673,139
2022-02-04 08:00:00,COUNT=201,293
2022-02-04 18:00:00,COUNT=562,79
2022-02-04 17:00:00,COUNT=444,127
2022-02-04 05:00:00,COUNT=265,25
2022-02-04 12:00:00,COUNT=215,320
2022-02-01 20:00:00,time.,54
2022-02-04 05:00:00,COUNT=296,15
2022-02-04 08:00:00,down,296
2022-02-04 15:00:00,who,1001
2022-02-04 06:00:00,c…,86
2022-02-04 08:00:00,COUNT=344,363
2022-02-04 05:00:00,COUNT=621,7
2022-02-04 07:00:00,COUNT=232,169
2022-02-04 11:00:00,COUNT=286,223
2022-02-04 11:00:00,everything,168
2022-02-04 08:00:00,new,725
2022-02-04 17:00:00,February,184
2022-02-04 11:00:00,February,163
2022-02-04 13:00:00,COUNT=462,193
2022-02-04 10:00:00,own,209
2022-02-01 20:00:00,COUNT=452,61
2022-02-04 08:00:00,COUNT=648,77
2022-02-04 05:00:00,there,43
2022-02-04 11:00:00,can,1317
2022-02-01 21:00:00,COUNT=278,4
2022-02-04 18:00:00,!,218
2022-02-04 17:00:00,friends,249
2022-02-04 12:00:00,COUNT=639,156
2022-02-01 21:00:00,COUNT=568,11
2022-02-04 13:00:00,COUNT=822,135
2022-02-01 21:00:00,given,5
2022-02-04 10:00:00,(,90
2022-02-04 09:00:00,Let’s,98
2022-02-04 10:00:00,cause,133
2022-02-04 09:00:00,COUNT=927,78
2022-02-04 07:00:00,COUNT=525,144
2022-02-04 14:00:00,COUNT=320,125
2022-02-04 11:00:00,COUNT=320,192
2022-02-04 09:00:00,COUNT=389,52
2022-02-01 21:00:00,left,22
2022-02-04 10:00:00,COUNT=528,72
2022-02-04 11:00:00,COUNT=739,196
2022-02-04 09:00:00,COUNT=766,202
2022-02-04 13:00:00,don’t,617
2022-02-04 18:00:00,may,84
2022-02-04 18:00:00,needs,65
2022-02-04 13:00:00,miss,255
2022-02-04 05:00:00,school,16
2022-02-04 14:00:00,COUNT=624,105
2022-02-01 20:00:00,when,702
2022-02-01 21:00:00,life,38
2022-02-04 06:00:00,s…,128
2022-02-01 21:00:00,wrong,35
2022-02-04 10:00:00,COUNT=679,97
2022-02-01 21:00:00,COUNT=979,26
2022-02-04 16:00:00,Like,449
2022-02-04 16:00:00,Top,101
2022-02-04 15:00:00,COUNT=892,102
2022-02-04 18:00:00,COUNT=765,139
2022-02-04 17:00:00,each,173
2022-02-04 14:00:00,people,873
2022-02-04 06:00:00,SPECIAL,4
2022-02-04 12:00:00,US,122
2022-02-04 15:00:00,going,441
2022-02-04 05:00:00,|,40
2022-02-04 16:00:00,COUNT=680,65
2022-02-04 06:00:00,its,350
2022-02-01 20:00:00,AND,96
2022-02-01 20:00:00,public,65
2022-02-01 21:00:00,have,254
2022-02-01 20:00:00,COUNT=445,25
2022-02-01 20:00:00,Now,109
2022-02-04 08:00:00,#BTSARMY,928
2022-02-04 18:00:00,COUNT=761,95
2022-02-04 15:00:00,just,1414
2022-02-04 06:00:00,COUNT=742,91
2022-02-04 13:00:00,COUNT=532,38
2022-02-04 09:00:00,COUNT=613,33
2022-02-04 09:00:00,COUNT=745,116
2022-02-04 12:00:00,COUNT=957,203
2022-02-04 08:00:00,COUNT=616,84
2022-02-04 16:00:00,never,410
2022-02-04 10:00:00,tag,100
2022-02-04 14:00:00,like,2199
2022-02-04 18:00:00,(@BTS_twt),35
2022-02-04 08:00:00,COUNT=897,71
2022-02-04 17:00:00,20,147
2022-02-04 08:00:00,COUNT=932,283
2022-02-04 12:00:00,Let's,147
2022-02-04 13:00:00,10,362
2022-02-04 06:00:00,before,325
2022-02-01 21:00:00,get,113
2022-02-04 05:00:00,",",23
2022-02-04 14:00:00,This,999
2022-02-04 06:00:00,New,346
2022-02-04 14:00:00,✨,161
2022-02-04 08:00:00,Day,142
2022-02-01 20:00:00,COUNT=847,72
2022-02-04 11:00:00,COUNT=847,113
2022-02-04 17:00:00,COUNT=435,29
2022-02-04 09:00:00,vs,102
2022-02-04 15:00:00,vs,55
2022-02-04 08:00:00,vs,101
2022-02-04 17:00:00,--,264
2022-02-04 13:00:00,NO,71
2022-02-04 16:00:00,NOW,113
2022-02-04 12:00:00,being,624
2022-02-04 07:00:00,right,502
2022-02-04 16:00:00,COUNT=425,29
2022-02-04 09:00:00,Johnson,92
2022-02-04 11:00:00,since,273
2022-02-04 11:00:00,book,71
2022-02-04 11:00:00,We,845
2022-02-04 15:00:00,bitch,75
2022-02-04 07:00:00,COUNT=219,414
2022-02-04 08:00:00,COUNT=113,433
2022-02-04 16:00:00,COUNT=84,410
2022-02-04 13:00:00,hope,223
2022-02-04 13:00:00,COUNT=732,276
2022-02-01 21:00:00,still,52
2022-02-04 18:00:00,COUNT=26,747
2022-02-04 13:00:00,COUNT=42,973
2022-02-04 15:00:00,COUNT=345,155
2022-02-04 06:00:00,COUNT=106,531
2022-02-04 07:00:00,COUNT=284,220
2022-02-01 21:00:00,COUNT=658,14
2022-02-04 16:00:00,taking,106
2022-02-04 15:00:00,COUNT=122,283
2022-02-04 06:00:00,COUNT=260,321
2022-02-04 14:00:00,COUNT=146,365
2022-02-04 06:00:00,COUNT=121,459
2022-02-04 07:00:00,COUNT=211,323
2022-02-04 15:00:00,COUNT=206,322
2022-02-04 08:00:00,COUNT=961,159
2022-02-04 17:00:00,COUNT=196,185
2022-02-04 17:00:00,COUNT=416,227
2022-02-04 13:00:00,COUNT=726,168
2022-02-04 16:00:00,COUNT=297,102
2022-02-04 17:00:00,COUNT=654,129
2022-02-04 16:00:00,It’s,284
2022-02-04 09:00:00,bc,81
2022-02-04 05:00:00,COUNT=87,47
2022-02-04 11:00:00,COUNT=247,256
2022-02-04 05:00:00,COUNT=136,30
2022-02-04 16:00:00,COUNT=741,51
2022-02-04 16:00:00,COUNT=331,186
2022-02-04 18:00:00,COUNT=317,97
2022-02-01 21:00:00,COUNT=92,93
2022-02-04 14:00:00,COUNT=550,105
2022-02-04 12:00:00,COUNT=339,85
2022-02-04 11:00:00,COUNT=201,267
2022-02-04 06:00:00,COUNT=356,122
2022-02-01 21:00:00,COUNT=835,36
2022-02-04 13:00:00,th…,134
2022-02-04 14:00:00,name,127
2022-02-01 21:00:00,COUNT=474,18
2022-02-04 11:00:00,ALL,110
2022-02-04 12:00:00,COUNT=513,187
2022-02-04 14:00:00,COUNT=469,138
2022-02-04 06:00:00,COUNT=240,201
2022-02-04 10:00:00,will,1540
2022-02-04 14:00:00,🍒,161
2022-02-04 10:00:00,COUNT=186,234
2022-02-04 18:00:00,COUNT=458,121
2022-02-04 10:00:00,Well,70
2022-02-04 12:00:00,Well,72
2022-02-04 08:00:00,COUNT=421,144
2022-02-04 10:00:00,tweets,120
2022-02-04 05:00:00,COUNT=648,6
2022-02-04 17:00:00,COUNT=459,59
2022-02-04 16:00:00,stay,91
2022-02-01 21:00:00,COUNT=701,11
2022-02-04 14:00:00,COUNT=776,158
2022-02-04 16:00:00,for,5303
2022-02-04 18:00:00,COUNT=661,122
2022-02-01 20:00:00,bring,59
2022-02-04 07:00:00,COUNT=285,120
2022-02-01 20:00:00,COUNT=455,82
2022-02-04 12:00:00,WE,91
2022-02-04 07:00:00,COUNT=696,103
2022-02-01 21:00:00,Don’t,7
2022-02-04 13:00:00,She,197
2022-02-04 06:00:00,become,101
2022-02-04 18:00:00,COUNT=790,67
2022-02-04 15:00:00,Thanks,151
2022-02-04 17:00:00,given,80
2022-02-04 10:00:00,myself,271
2022-02-04 07:00:00,energy,190
2022-02-04 13:00:00,COUNT=708,44
2022-02-04 16:00:00,take,311
2022-02-04 18:00:00,Drop,43
2022-02-04 15:00:00,COUNT=651,44
2022-02-01 20:00:00,COUNT=976,79
2022-02-04 14:00:00,left,155
2022-02-04 14:00:00,COUNT=508,63
2022-02-04 06:00:00,COUNT=756,77
2022-02-04 17:00:00,COUNT=796,39
2022-02-01 20:00:00,COUNT=312,85
2022-02-04 14:00:00,COUNT=724,135
2022-02-04 09:00:00,Good,329
2022-02-04 08:00:00,COUNT=837,56
2022-02-04 15:00:00,w…,94
2022-02-04 06:00:00,FREE,87
2022-02-04 18:00:00,wrong,29
2022-02-04 08:00:00,230,77
2022-02-01 20:00:00,COUNT=543,40
2022-02-01 21:00:00,Would,9
2022-02-04 16:00:00,ME,91
2022-02-04 14:00:00,isn’t,91
2022-02-01 20:00:00,use,137
2022-02-04 11:00:00,use,201
2022-02-04 06:00:00,These,123
2022-02-04 07:00:00,any,393
2022-02-04 18:00:00,COUNT=925,33
2022-02-01 20:00:00,COUNT=691,21
2022-02-04 15:00:00,COUNT=781,92
2022-02-04 06:00:00,COUNT=353,94
2022-02-04 12:00:00,minutes,114
2022-02-04 11:00:00,🔔,142
2022-02-04 07:00:00,AND,150
2022-02-04 08:00:00,Our,144
2022-02-04 05:00:00,Some,10
2022-02-04 10:00:00,automatically,116
2022-02-01 20:00:00,reply,88
2022-02-04 18:00:00,MC,106
2022-02-04 10:00:00,COUNT=744,47
2022-02-04 17:00:00,COUNT=839,272
2022-02-04 09:00:00,hours,382
2022-02-04 05:00:00,COUNT=406,4
2022-02-04 17:00:00,COUNT=406,25
2022-02-04 08:00:00,thank,221
2022-02-04 16:00:00,•,738
2022-02-01 21:00:00,🤣,9
2022-02-04 05:00:00,COUNT=712,14
2022-02-01 20:00:00,COUNT=893,44
2022-02-04 07:00:00,@ENHYPEN,3
2022-02-01 21:00:00,hands,3
2022-02-04 05:00:00,around,17
2022-02-04 12:00:00,look,419
2022-02-04 13:00:00,Best,92
2022-02-04 11:00:00,COUNT=578,44
2022-02-04 07:00:00,Let's,114
2022-02-01 21:00:00,10,36
2022-02-01 20:00:00,checked,88
2022-02-04 06:00:00,Here,105
2022-02-04 13:00:00,waiting,88
2022-02-04 17:00:00,well,188
2022-02-04 11:00:00,home,105
2022-02-04 06:00:00,COUNT=764,70
2022-02-04 05:00:00,12,27
2022-02-04 08:00:00,12,272
2022-02-04 13:00:00,if,1268
2022-02-04 14:00:00,COUNT=604,33
2022-02-01 21:00:00,Don't,47
2022-02-01 20:00:00,says,95
2022-02-01 20:00:00,another,120
2022-02-04 12:00:00,his,1025
2022-02-04 11:00:00,point,112
2022-02-01 21:00:00,It's,41
2022-02-04 12:00:00,COUNT=998,80
2022-02-04 17:00:00,funny,89
2022-02-04 15:00:00,cool,83
2022-02-04 05:00:00,start,22
2022-02-04 14:00:00,bitch,112
2022-02-04 18:00:00,COUNT=541,15
2022-02-01 21:00:00,COUNT=137,70
2022-02-04 05:00:00,COUNT=9,361
2022-02-04 13:00:00,COUNT=219,437
2022-02-01 20:00:00,COUNT=34,811
2022-02-04 16:00:00,COUNT=32,1157
2022-02-04 10:00:00,COUNT=333,147
2022-02-04 10:00:00,COUNT=269,296
2022-02-04 05:00:00,COUNT=457,15
2022-02-04 15:00:00,COUNT=369,134
2022-02-04 10:00:00,COUNT=44,1016
2022-02-04 17:00:00,COUNT=153,251
2022-02-04 08:00:00,COUNT=175,563
2022-02-04 07:00:00,COUNT=123,450
2022-02-04 18:00:00,—,191
2022-02-04 10:00:00,COUNT=416,188
2022-02-04 14:00:00,COUNT=118,434
2022-02-04 16:00:00,COUNT=151,291
2022-02-04 08:00:00,COUNT=357,220
2022-02-04 11:00:00,COUNT=170,377
2022-02-04 07:00:00,COUNT=326,148
2022-02-04 06:00:00,COUNT=481,199
2022-02-04 09:00:00,COUNT=553,129
2022-02-01 21:00:00,COUNT=174,38
2022-02-04 09:00:00,COUNT=238,138
2022-02-01 20:00:00,COUNT=440,161
2022-02-04 13:00:00,COUNT=440,307
2022-02-04 05:00:00,COUNT=664,11
2022-02-01 20:00:00,men,56
2022-02-04 11:00:00,COUNT=582,126
2022-02-04 16:00:00,COUNT=158,348
2022-02-04 07:00:00,we’re,106
2022-02-04 06:00:00,COUNT=580,147
2022-02-04 12:00:00,COUNT=361,164
2022-02-04 05:00:00,COUNT=660,14
2022-02-04 08:00:00,COUNT=400,156
2022-02-04 12:00:00,COUNT=436,118
2022-02-04 11:00:00,COUNT=234,293
2022-02-04 18:00:00,COUNT=621,35
2022-02-01 20:00:00,COUNT=540,90
2022-02-04 16:00:00,COUNT=540,178
2022-02-04 16:00:00,by,1604
2022-02-04 09:00:00,COUNT=316,265
2022-02-04 18:00:00,COUNT=432,76
2022-02-04 14:00:00,album,145
2022-02-04 14:00:00,COUNT=168,316
2022-02-04 08:00:00,COUNT=671,61
2022-02-04 13:00:00,COUNT=452,119
2022-02-04 18:00:00,COUNT=368,136
2022-02-04 08:00:00,thanks,78
2022-02-04 06:00:00,there,551
2022-02-01 20:00:00,doesn't,65
2022-02-04 17:00:00,COUNT=618,152
2022-02-04 12:00:00,COUNT=459,90
2022-02-04 07:00:00,rt,281
2022-02-04 11:00:00,COUNT=486,97
2022-02-04 12:00:00,girls,137
2022-02-01 21:00:00,COUNT=444,24
2022-02-04 11:00:00,COUNT=390,79
2022-02-04 16:00:00,was,1517
2022-02-04 13:00:00,LIKE,139
2022-02-04 09:00:00,Discord,79
2022-02-04 08:00:00,COUNT=330,165
2022-02-04 05:00:00,COUNT=498,24
2022-02-04 12:00:00,COUNT=920,177
2022-02-04 08:00:00,COUNT=350,187
2022-02-04 08:00:00,COUNT=573,159
2022-02-04 06:00:00,given,75
2022-02-04 09:00:00,COUNT=988,255
2022-02-04 10:00:00,woman,82
2022-02-04 12:00:00,already,222
2022-02-04 07:00:00,great,269
2022-02-04 14:00:00,COUNT=861,60
2022-02-01 21:00:00,today,65
2022-02-04 08:00:00,COUNT=930,54
2022-02-04 10:00:00,COUNT=500,127
2022-02-04 18:00:00,should,181
2022-02-04 17:00:00,years,225
2022-02-04 15:00:00,COUNT=380,240
2022-02-04 09:00:00,me,2653
2022-02-04 18:00:00,COUNT=837,42
2022-02-04 11:00:00,family,116
2022-02-04 14:00:00,followers,79
2022-02-01 21:00:00,times,5
2022-02-04 16:00:00,after,384
2022-02-04 17:00:00,COUNT=743,93
2022-02-01 20:00:00,COUNT=979,157
2022-02-04 18:00:00,end,96
2022-02-04 17:00:00,everyone,229
2022-02-04 15:00:00,COUNT=729,55
2022-02-01 20:00:00,its,201
2022-02-04 13:00:00,COUNT=529,76
2022-02-04 12:00:00,COUNT=628,52
2022-02-04 06:00:00,COUNT=857,100
2022-02-04 18:00:00,movie,45
2022-02-04 05:00:00,God,18
2022-02-04 07:00:00,the,17083
2022-02-04 18:00:00,the,6839
2022-02-01 21:00:00,followed,4
2022-02-04 07:00:00,high,119
2022-02-04 15:00:00,🦄,176
2022-02-04 08:00:00,COUNT=535,83
2022-02-04 13:00:00,o…,112
2022-02-01 21:00:00,COUNT=748,7
2022-02-04 05:00:00,:,13
2022-02-04 12:00:00,COUNT=515,276
2022-02-04 06:00:00,like,2168
2022-02-04 11:00:00,COUNT=633,153
2022-02-04 10:00:00,getting,281
2022-02-04 09:00:00,you're,231
2022-02-04 18:00:00,need,299
2022-02-01 20:00:00,Louis,11
2022-02-04 05:00:00,COUNT=675,7
2022-02-04 09:00:00,COUNT=594,57
2022-02-04 06:00:00,an,1244
2022-02-04 08:00:00,COUNT=997,74
2022-02-04 17:00:00,that,2517
2022-02-04 13:00:00,From,88
2022-02-04 14:00:00,were,432
2022-02-04 10:00:00,✨,186
2022-02-01 20:00:00,if,663
2022-02-04 16:00:00,went,109
2022-02-04 18:00:00,Get,70
2022-02-04 14:00:00,NO,76
2022-02-04 10:00:00,post,223
2022-02-04 06:00:00,Must,49
2022-02-04 08:00:00,dont,88
2022-02-04 15:00:00,know,764
2022-02-04 14:00:00,has,1194
2022-02-04 06:00:00,his,1033
2022-02-04 06:00:00,then,374
2022-02-04 18:00:00,first,261
2022-02-04 18:00:00,Retweet,130
2022-02-04 07:00:00,me.,131
2022-02-04 14:00:00,place,104
2022-02-04 07:00:00,@ENHYPEN_members,3
2022-02-04 18:00:00,cool,27
2022-02-04 10:00:00,COUNT=137,451
2022-02-04 06:00:00,COUNT=58,988
2022-02-04 07:00:00,COUNT=11,3241
2022-02-04 09:00:00,COUNT=49,880
2022-02-04 09:00:00,COUNT=38,1223
2022-02-04 17:00:00,hope,212
2022-02-04 07:00:00,COUNT=194,311
2022-02-01 20:00:00,COUNT=94,358
2022-02-04 06:00:00,COUNT=49,869
2022-02-04 17:00:00,COUNT=29,1179
2022-02-04 12:00:00,COUNT=194,264
2022-02-04 07:00:00,COUNT=111,444
2022-02-04 18:00:00,COUNT=66,369
2022-02-04 10:00:00,COUNT=457,161
2022-02-04 13:00:00,COUNT=243,223
2022-02-04 11:00:00,COUNT=87,634
2022-02-04 16:00:00,COUNT=87,498
2022-02-04 05:00:00,COUNT=44,75
2022-02-04 13:00:00,COUNT=105,377
2022-02-04 15:00:00,COUNT=138,384
2022-02-04 08:00:00,COUNT=120,583
2022-02-04 13:00:00,COUNT=123,453
2022-02-04 08:00:00,One,182
2022-02-04 13:00:00,COUNT=544,177
2022-02-04 06:00:00,COUNT=143,390
2022-02-04 05:00:00,COUNT=82,49
2022-02-04 18:00:00,COUNT=297,39
2022-02-04 13:00:00,bc,84
2022-02-04 12:00:00,COUNT=476,135
2022-02-04 05:00:00,COUNT=211,32
2022-02-04 05:00:00,COUNT=128,38
2022-02-04 07:00:00,COUNT=410,45
2022-02-04 10:00:00,COUNT=265,243
2022-02-01 20:00:00,COUNT=372,46
2022-02-04 13:00:00,COUNT=339,85
2022-02-04 16:00:00,COUNT=338,150
2022-02-04 18:00:00,COUNT=440,130
2022-02-04 17:00:00,buy,132
2022-02-01 21:00:00,COUNT=451,19
2022-02-04 07:00:00,COUNT=147,426
2022-02-04 15:00:00,COUNT=915,154
2022-02-04 11:00:00,fact,124
2022-02-04 18:00:00,COUNT=513,104
2022-02-04 15:00:00,COUNT=838,126
2022-02-04 15:00:00,because,404
2022-02-01 20:00:00,COUNT=254,139
2022-02-01 20:00:00,COUNT=234,192
