time,category,count
2022-02-04 12:00:00,makes,162
2022-02-01 21:00:00,COUNT=983,3
2022-02-04 16:00:00,His,66
2022-02-04 10:00:00,COUNT=608,39
2022-02-04 17:00:00,Some,93
2022-02-01 21:00:00,COUNT=761,19
2022-02-04 05:00:00,second,4
2022-02-04 11:00:00,Time,85
2022-02-04 11:00:00,want,788
2022-02-04 06:00:00,COUNT=813,168
2022-02-01 20:00:00,COUNT=840,43
2022-02-04 17:00:00,talk,153
2022-02-04 18:00:00,MV,745
2022-02-04 14:00:00,i,1972
2022-02-04 14:00:00,COUNT=906,59
2022-02-04 14:00:00,COUNT=682,103
2022-02-01 21:00:00,COUNT=560,13
2022-02-04 11:00:00,help,337
2022-02-04 06:00:00,black,196
2022-02-04 08:00:00,🏆,88
2022-02-04 10:00:00,COUNT=699,56
2022-02-04 09:00:00,ago,98
2022-02-04 09:00:00,join,194
2022-02-04 16:00:00,",",287
2022-02-04 09:00:00,2.,88
2022-02-04 14:00:00,vs,85
2022-02-04 11:00:00,vs,73
2022-02-04 07:00:00,that’s,179
2022-02-04 13:00:00,am,487
2022-02-04 17:00:00,this,3353
2022-02-04 06:00:00,COUNT=577,95
2022-02-01 21:00:00,being,41
2022-02-04 14:00:00,right,380
2022-02-04 11:00:00,1.,156
2022-02-04 14:00:00,COUNT=918,69
2022-02-04 13:00:00,open,87
2022-02-04 13:00:00,COUNT=627,33
2022-02-04 14:00:00,seeing,83
2022-02-01 21:00:00,@sof1azara03:,17
2022-02-04 17:00:00,COUNT=591,34
2022-02-04 14:00:00,COUNT=991,121
2022-02-04 17:00:00,called,84
2022-02-04 18:00:00,COUNT=4,4264
2022-02-01 20:00:00,COUNT=18,1251
2022-02-04 07:00:00,COUNT=283,203
2022-02-04 05:00:00,COUNT=13,240
2022-02-04 10:00:00,COUNT=29,1291
2022-02-01 20:00:00,COUNT=84,302
2022-02-04 15:00:00,COUNT=289,285
2022-02-04 08:00:00,COUNT=658,100
2022-02-04 09:00:00,COUNT=159,325
2022-02-04 08:00:00,COUNT=92,567
2022-02-04 14:00:00,COUNT=57,855
2022-02-04 07:00:00,COUNT=157,276
2022-02-04 12:00:00,COUNT=71,594
2022-02-04 14:00:00,COUNT=856,238
2022-02-04 17:00:00,COUNT=288,114
2022-02-04 18:00:00,COUNT=288,66
2022-02-01 21:00:00,crazy,7
2022-02-01 21:00:00,COUNT=728,13
2022-02-04 15:00:00,COUNT=291,259
2022-02-01 21:00:00,COUNT=719,16
2022-02-04 12:00:00,COUNT=296,189
2022-02-04 12:00:00,COUNT=277,276
2022-02-04 07:00:00,COUNT=741,53
2022-02-04 07:00:00,COUNT=148,253
2022-02-04 14:00:00,COUNT=372,89
2022-02-04 06:00:00,=,68
2022-02-04 16:00:00,COUNT=431,135
2022-02-04 13:00:00,COUNT=205,229
2022-02-04 11:00:00,trying,178
2022-02-01 21:00:00,COUNT=302,35
2022-02-04 11:00:00,th…,118
2022-02-01 21:00:00,COUNT=415,13
2022-02-04 09:00:00,COUNT=536,196
2022-02-04 14:00:00,COUNT=674,43
2022-02-04 13:00:00,COUNT=674,51
2022-02-04 12:00:00,COUNT=399,100
2022-02-04 14:00:00,COUNT=907,46
2022-02-04 15:00:00,COUNT=430,142
2022-02-04 08:00:00,boy,98
2022-02-01 20:00:00,put,99
2022-02-04 10:00:00,COUNT=344,343
2022-02-04 15:00:00,show,222
2022-02-04 14:00:00,COUNT=438,190
2022-02-04 15:00:00,you,4846
2022-02-04 16:00:00,don't,392
2022-02-04 17:00:00,more,756
2022-02-04 05:00:00,COUNT=606,10
2022-02-04 17:00:00,COUNT=648,94
2022-02-04 07:00:00,COUNT=342,185
2022-02-04 16:00:00,COUNT=605,156
2022-02-04 10:00:00,COUNT=477,101
2022-02-04 12:00:00,COUNT=851,134
2022-02-04 11:00:00,COUNT=617,90
2022-02-04 09:00:00,COUNT=311,149
2022-02-04 12:00:00,face,145
2022-02-04 16:00:00,COUNT=505,105
2022-02-04 05:00:00,COUNT=694,19
2022-02-04 12:00:00,COUNT=423,190
2022-02-04 08:00:00,COUNT=549,254
2022-02-04 14:00:00,COUNT=454,171
2022-02-04 05:00:00,COUNT=321,24
2022-02-04 10:00:00,COUNT=920,176
2022-02-04 17:00:00,COUNT=350,195
2022-02-04 11:00:00,COUNT=641,153
2022-02-04 07:00:00,story,151
2022-02-01 21:00:00,COUNT=861,6
2022-02-04 13:00:00,than,520
2022-02-04 14:00:00,COUNT=930,56
2022-02-04 10:00:00,COUNT=276,189
2022-02-01 21:00:00,COUNT=346,25
2022-02-04 06:00:00,COUNT=773,63
2022-02-04 14:00:00,Who,178
2022-02-04 10:00:00,job,110
2022-02-04 13:00:00,playing,130
2022-02-04 13:00:00,after,420
2022-02-04 14:00:00,COUNT=642,68
2022-02-04 09:00:00,$150,94
2022-02-04 14:00:00,Follow,1152
2022-02-04 18:00:00,That,92
2022-02-04 10:00:00,history,107
2022-02-04 17:00:00,wish,131
2022-02-04 08:00:00,COUNT=529,81
2022-02-04 09:00:00,public,89
2022-02-04 06:00:00,COUNT=721,62
2022-02-01 20:00:00,COUNT=555,121
2022-02-04 10:00:00,took,109
2022-02-04 17:00:00,Hello,91
2022-02-04 18:00:00,COUNT=554,37
2022-02-04 09:00:00,COUNT=744,57
2022-02-04 15:00:00,hours,489
2022-02-04 05:00:00,doesn’t,9
2022-02-04 06:00:00,work,350
2022-02-04 11:00:00,JUNGWON,28
2022-02-04 09:00:00,COUNT=893,53
2022-02-01 20:00:00,Will,56
2022-02-04 13:00:00,COUNT=767,62
2022-02-04 08:00:00,winner,180
2022-02-04 10:00:00,been,775
2022-02-01 20:00:00,COUNT=506,16
2022-02-04 17:00:00,away,328
2022-02-04 17:00:00,Only,89
2022-02-04 05:00:00,COUNT=322,6
2022-02-04 11:00:00,What,406
2022-02-04 14:00:00,cute,132
2022-02-04 15:00:00,COUNT=911,173
2022-02-01 21:00:00,ago,12
2022-02-04 05:00:00,ago,12
2022-02-04 11:00:00,something,276
2022-02-04 08:00:00,Just,435
2022-02-01 20:00:00,Here,69
2022-02-04 14:00:00,change,100
2022-02-04 14:00:00,feeling,93
2022-02-04 15:00:00,understand,96
2022-02-01 21:00:00,so,196
2022-02-04 18:00:00,COUNT=880,19
2022-02-04 16:00:00,play,152
2022-02-04 07:00:00,why,520
2022-02-04 05:00:00,THE,24
2022-02-01 20:00:00,about,800
2022-02-04 12:00:00,dont,115
2022-02-04 18:00:00,drop,51
2022-02-04 05:00:00,pls,4
2022-02-04 06:00:00,pay,134
2022-02-04 10:00:00,American,115
2022-02-01 20:00:00,book,45
2022-02-04 09:00:00,COUNT=11,3061
2022-02-04 09:00:00,COUNT=52,1041
2022-02-04 11:00:00,COUNT=35,1282
2022-02-04 13:00:00,COUNT=29,1492
2022-02-04 17:00:00,COUNT=18,2078
2022-02-04 16:00:00,COUNT=111,527
2022-02-01 20:00:00,COUNT=269,187
2022-02-04 18:00:00,COUNT=218,262
2022-02-04 08:00:00,COUNT=165,432
2022-02-04 07:00:00,COUNT=159,330
2022-02-04 17:00:00,COUNT=160,420
2022-02-04 06:00:00,COUNT=157,324
2022-02-04 06:00:00,COUNT=146,388
2022-02-04 18:00:00,COUNT=175,199
2022-02-01 20:00:00,COUNT=60,461
2022-02-04 07:00:00,COUNT=252,177
2022-02-04 07:00:00,COUNT=141,378
2022-02-04 09:00:00,—,296
2022-02-04 14:00:00,COUNT=143,365
2022-02-04 06:00:00,COUNT=45,1116
2022-02-04 11:00:00,COUNT=79,637
2022-02-04 08:00:00,COUNT=476,133
2022-02-04 18:00:00,COUNT=476,77
2022-02-04 05:00:00,COUNT=97,56
2022-02-04 08:00:00,COUNT=366,204
2022-02-04 17:00:00,I'm,529
2022-02-04 09:00:00,COUNT=188,208
2022-02-04 11:00:00,COUNT=227,242
2022-02-04 17:00:00,us,521
2022-02-01 20:00:00,anyone,83
2022-02-04 17:00:00,COUNT=625,102
2022-02-01 21:00:00,COUNT=238,12
2022-02-04 05:00:00,COUNT=741,3
2022-02-04 08:00:00,COUNT=741,40
2022-02-04 08:00:00,COUNT=709,155
2022-02-04 11:00:00,isn't,73
2022-02-04 10:00:00,COUNT=431,199
2022-02-04 05:00:00,yourself,15
2022-02-04 05:00:00,COUNT=443,20
2022-02-04 10:00:00,trying,172
2022-02-04 15:00:00,COUNT=778,101
2022-02-04 18:00:00,COUNT=158,186
2022-02-04 05:00:00,COUNT=450,21
2022-02-04 11:00:00,COUNT=415,132
2022-02-04 18:00:00,COUNT=674,10
2022-02-01 21:00:00,COUNT=115,44
2022-02-04 09:00:00,COUNT=373,221
2022-02-04 11:00:00,Trump,178
2022-02-04 12:00:00,COUNT=538,124
2022-02-01 20:00:00,boy,44
2022-02-04 06:00:00,COUNT=178,364
2022-02-04 07:00:00,show,255
2022-02-04 13:00:00,HOPEWEEK,6
2022-02-01 21:00:00,COUNT=426,18
2022-02-04 09:00:00,COUNT=173,357
2022-02-04 12:00:00,COUNT=540,182
2022-02-01 21:00:00,COUNT=286,30
2022-02-04 09:00:00,new,671
2022-02-04 15:00:00,COUNT=657,206
2022-02-04 07:00:00,thanks,82
2022-02-04 09:00:00,COUNT=648,77
2022-02-04 13:00:00,COUNT=342,204
2022-02-04 10:00:00,can,1375
2022-02-04 14:00:00,COUNT=226,242
2022-02-04 05:00:00,COUNT=635,5
2022-02-04 15:00:00,COUNT=607,195
2022-02-04 15:00:00,COUNT=793,134
2022-02-04 14:00:00,COUNT=585,84
2022-02-04 13:00:00,COUNT=379,115
2022-02-04 16:00:00,COUNT=785,105
2022-02-04 11:00:00,COUNT=294,306
2022-02-04 08:00:00,COUNT=471,158
2022-02-04 11:00:00,COUNT=696,98
2022-02-04 11:00:00,COUNT=347,180
2022-02-01 20:00:00,COUNT=229,115
2022-02-04 06:00:00,COUNT=244,198
2022-02-04 14:00:00,COUNT=208,315
2022-02-01 20:00:00,COUNT=959,142
2022-02-04 13:00:00,COUNT=422,46
2022-02-04 12:00:00,COUNT=790,74
2022-02-04 14:00:00,👉,52
2022-02-04 17:00:00,energy,180
2022-02-04 11:00:00,COUNT=521,212
2022-02-04 15:00:00,COUNT=521,192
2022-02-04 17:00:00,COUNT=903,45
2022-02-04 16:00:00,COUNT=784,147
2022-02-01 20:00:00,COUNT=927,59
2022-02-04 17:00:00,COUNT=389,57
2022-02-01 21:00:00,COUNT=388,22
2022-02-04 14:00:00,Check,182
2022-02-04 05:00:00,Good,33
2022-02-04 16:00:00,deserve,77
2022-02-04 05:00:00,such,22
2022-02-04 14:00:00,COUNT=465,144
2022-02-04 06:00:00,COUNT=465,205
2022-02-04 14:00:00,w…,85
2022-02-04 18:00:00,thing,100
2022-02-04 07:00:00,I've,180
2022-02-04 14:00:00,Hi,78
2022-02-01 20:00:00,is,4480
2022-02-04 11:00:00,We're,107
2022-02-04 05:00:00,COUNT=842,10
2022-02-04 10:00:00,Follow,873
2022-02-04 06:00:00,NEW,100
2022-02-04 07:00:00,different,158
2022-02-04 16:00:00,into,304
2022-02-04 16:00:00,COUNT=925,54
2022-02-04 13:00:00,comment,89
2022-02-04 06:00:00,|,613
2022-02-04 06:00:00,His,67
2022-02-04 06:00:00,now,913
2022-02-04 17:00:00,public,70
2022-02-04 08:00:00,COUNT=445,34
2022-02-04 15:00:00,Some,86
2022-02-04 08:00:00,COUNT=588,93
2022-02-04 12:00:00,mean,164
2022-02-04 09:00:00,find,181
2022-02-01 21:00:00,the,1747
2022-02-04 11:00:00,my,3690
2022-02-04 14:00:00,reply,101
2022-02-04 14:00:00,from,1514
2022-02-04 09:00:00,much,455
2022-02-04 11:00:00,Music,45
2022-02-04 15:00:00,Please,207
2022-02-04 09:00:00,:,257
2022-02-04 14:00:00,There,168
2022-02-04 10:00:00,COUNT=515,234
2022-02-04 07:00:00,up,1338
2022-02-04 16:00:00,COUNT=623,41
2022-02-04 15:00:00,COUNT=682,110
2022-02-04 08:00:00,COUNT=972,152
2022-02-04 09:00:00,Louis,39
2022-02-04 11:00:00,COUNT=987,107
2022-02-04 16:00:00,20,131
2022-02-04 13:00:00,yet,112
2022-02-04 10:00:00,COUNT=524,78
2022-02-04 12:00:00,of…,71
2022-02-04 17:00:00,literally,105
2022-02-04 18:00:00,at,1207
2022-02-04 15:00:00,waiting,78
2022-02-04 16:00:00,COUNT=571,31
2022-02-04 16:00:00,before,248
2022-02-04 12:00:00,For,253
2022-02-04 17:00:00,COUNT=649,43
2022-02-04 12:00:00,come,325
2022-02-04 13:00:00,government,116
2022-02-04 13:00:00,went,119
2022-02-04 09:00:00,NO,112
2022-02-04 09:00:00,@NICKIMINAJ,19
2022-02-04 15:00:00,Happy,210
2022-02-04 14:00:00,COUNT=912,76
2022-02-04 06:00:00,or,1153
2022-02-04 08:00:00,many,303
2022-02-04 11:00:00,to,12401
2022-02-04 10:00:00,2,706
2022-02-04 09:00:00,less,84
2022-02-04 16:00:00,beautiful,146
2022-02-04 13:00:00,fuck,169
2022-02-04 13:00:00,COUNT=1,53396
2022-02-04 15:00:00,COUNT=28,1472
2022-02-04 18:00:00,COUNT=626,47
2022-02-04 17:00:00,art,90
2022-02-04 17:00:00,COUNT=289,302
2022-02-04 14:00:00,COUNT=77,582
2022-02-01 20:00:00,COUNT=207,47
2022-02-04 08:00:00,COUNT=233,197
2022-02-04 09:00:00,COUNT=160,374
2022-02-04 16:00:00,COUNT=121,359
2022-02-04 14:00:00,COUNT=120,501
2022-02-04 15:00:00,COUNT=145,497
2022-02-04 06:00:00,Nicki,24
2022-02-04 17:00:00,COUNT=118,454
2022-02-04 17:00:00,COUNT=163,355
2022-02-04 13:00:00,COUNT=397,104
2022-02-04 17:00:00,COUNT=251,269
2022-02-04 12:00:00,COUNT=419,452
2022-02-04 17:00:00,COUNT=99,410
2022-02-04 07:00:00,COUNT=99,517
2022-02-04 05:00:00,got,60
2022-02-04 11:00:00,COUNT=326,118
2022-02-04 08:00:00,COUNT=410,60
2022-02-04 14:00:00,I'm,489
2022-02-04 14:00:00,GIVEAWAY,301
2022-02-04 15:00:00,COUNT=265,219
2022-02-04 12:00:00,COUNT=129,472
2022-02-04 13:00:00,COUNT=199,252
2022-02-04 08:00:00,COUNT=730,66
2022-02-04 14:00:00,COUNT=268,225
2022-02-01 21:00:00,set,27
2022-02-04 18:00:00,could,110
2022-02-04 18:00:00,COUNT=450,89
2022-02-04 18:00:00,COUNT=536,80
2022-02-01 21:00:00,COUNT=674,7
2022-02-04 06:00:00,30,92
2022-02-04 16:00:00,COUNT=319,204
2022-02-04 15:00:00,COUNT=678,74
2022-02-04 11:00:00,8,165
2022-02-04 08:00:00,COUNT=539,142
2022-02-04 05:00:00,COUNT=657,18
2022-02-04 13:00:00,own,179
2022-02-01 21:00:00,girl,6
2022-02-04 17:00:00,COUNT=801,253
2022-02-04 13:00:00,COUNT=486,104
2022-02-04 05:00:00,he's,7
2022-02-04 17:00:00,COUNT=920,92
2022-02-04 06:00:00,please,278
2022-02-04 07:00:00,please,254
2022-02-04 07:00:00,COUNT=471,196
2022-02-04 13:00:00,COUNT=411,110
2022-02-04 06:00:00,COUNT=632,32
2022-02-04 06:00:00,out,1400
2022-02-04 13:00:00,the…,178
2022-02-04 07:00:00,Let’s,81
2022-02-04 14:00:00,COUNT=756,56
2022-02-01 21:00:00,COUNT=500,32
2022-02-04 15:00:00,#CancerCured_By_TrueWorship,125
2022-02-04 16:00:00,–,107
2022-02-04 08:00:00,me,2787
2022-02-04 08:00:00,next,278
2022-02-04 09:00:00,night,156
2022-02-04 18:00:00,wait,67
2022-02-04 07:00:00,COUNT=854,147
2022-02-04 15:00:00,😭,314
2022-02-01 21:00:00,COUNT=939,30
2022-02-01 21:00:00,but,172
2022-02-04 07:00:00,proud,99
2022-02-04 17:00:00,season,40
2022-02-04 13:00:00,its,360
2022-02-04 14:00:00,COUNT=798,53
2022-02-04 09:00:00,COUNT=529,75
2022-02-04 06:00:00,2022,510
2022-02-04 13:00:00,public,84
2022-02-04 13:00:00,Are,160
2022-02-04 14:00:00,I'll,111
2022-02-04 15:00:00,I'll,98
2022-02-04 08:00:00,COUNT=662,55
2022-02-04 18:00:00,whole,75
2022-02-04 12:00:00,WINNER,45
2022-02-01 21:00:00,win,26
2022-02-04 16:00:00,COUNT=962,136
2022-02-04 18:00:00,Feb,58
2022-02-04 11:00:00,send,94
2022-02-04 13:00:00,COUNT=877,58
2022-02-04 15:00:00,look,334
2022-02-04 17:00:00,better,221
2022-02-04 17:00:00,Done,193
2022-02-04 10:00:00,What,393
2022-02-04 10:00:00,COUNT=634,92
2022-02-04 11:00:00,once,123
2022-02-04 12:00:00,didn't,124
2022-02-04 16:00:00,COUNT=789,117
2022-02-04 12:00:00,COUNT=649,52
2022-02-04 08:00:00,I’ve,209
2022-02-04 16:00:00,good,731
2022-02-04 11:00:00,COUNT=902,54
2022-02-04 14:00:00,COUNT=904,38
2022-02-04 14:00:00,game,291
2022-02-01 20:00:00,thinking,67
2022-02-04 16:00:00,dont,87
2022-02-04 05:00:00,mind,15
2022-02-04 13:00:00,When,327
2022-02-04 14:00:00,i'm,129
2022-02-04 14:00:00,@sof1azara03:,110
2022-02-04 11:00:00,also,330
2022-02-04 14:00:00,started,86
2022-02-04 17:00:00,share,87
2022-02-04 14:00:00,COUNT=591,56
2022-02-04 09:00:00,COUNT=6,5446
2022-02-04 09:00:00,COUNT=16,2208
2022-02-04 13:00:00,COUNT=283,169
2022-02-04 13:00:00,COUNT=97,539
2022-02-01 20:00:00,COUNT=246,132
2022-02-04 14:00:00,COUNT=54,927
2022-02-04 05:00:00,COUNT=64,78
2022-02-04 17:00:00,COUNT=16,2214
2022-02-04 11:00:00,COUNT=111,381
2022-02-04 06:00:00,COUNT=466,243
2022-02-04 11:00:00,COUNT=133,415
2022-02-04 09:00:00,COUNT=90,652
2022-02-01 21:00:00,COUNT=332,40
2022-02-04 05:00:00,COUNT=155,33
2022-02-04 18:00:00,COUNT=211,151
2022-02-04 05:00:00,COUNT=89,61
2022-02-04 14:00:00,PM,90
2022-02-04 13:00:00,COUNT=210,319
2022-02-04 09:00:00,COUNT=210,245
2022-02-04 14:00:00,COUNT=123,470
2022-02-04 07:00:00,leave,126
2022-02-04 17:00:00,COUNT=190,255
2022-02-04 17:00:00,COUNT=507,190
2022-02-04 09:00:00,COUNT=374,226
2022-02-04 10:00:00,COUNT=357,213
2022-02-04 15:00:00,COUNT=397,132
2022-02-04 18:00:00,COUNT=235,169
2022-02-04 16:00:00,COUNT=231,272
2022-02-04 12:00:00,COUNT=563,219
2022-02-04 09:00:00,COUNT=98,437
2022-02-04 12:00:00,COUNT=291,529
2022-02-04 12:00:00,COUNT=128,455
2022-02-04 06:00:00,COUNT=593,108
2022-02-04 15:00:00,COUNT=481,173
2022-02-04 15:00:00,COUNT=709,76
2022-02-04 11:00:00,COUNT=176,278
2022-02-01 21:00:00,COUNT=517,26
2022-02-04 05:00:00,COUNT=106,50
2022-02-04 06:00:00,COUNT=778,126
2022-02-04 13:00:00,COUNT=213,404
2022-02-04 17:00:00,COUNT=158,386
2022-02-04 10:00:00,COUNT=915,266
2022-02-04 13:00:00,Trump,96
2022-02-04 05:00:00,COUNT=200,25
2022-02-04 14:00:00,c…,82
2022-02-04 12:00:00,COUNT=401,141
2022-02-04 05:00:00,COUNT=497,8
2022-02-04 17:00:00,because,383
2022-02-04 10:00:00,because,408
2022-02-04 14:00:00,month,89
2022-02-01 21:00:00,😍,29
2022-02-04 14:00:00,COUNT=470,152
2022-02-04 09:00:00,COUNT=222,209
2022-02-04 10:00:00,COUNT=510,152
2022-02-04 18:00:00,bro,49
2022-02-04 11:00:00,COUNT=618,130
2022-02-04 05:00:00,actually,20
2022-02-04 17:00:00,COUNT=422,55
2022-02-04 08:00:00,person,313
2022-02-04 14:00:00,COUNT=387,196
2022-02-04 08:00:00,COUNT=641,165
2022-02-04 08:00:00,COUNT=559,167
2022-02-04 05:00:00,COUNT=310,17
2022-02-04 14:00:00,cause,102
2022-02-04 08:00:00,COUNT=889,61
2022-02-04 16:00:00,COUNT=829,133
2022-02-04 05:00:00,Drop,10
2022-02-04 16:00:00,"me,",80
2022-02-04 15:00:00,than,390
2022-02-04 10:00:00,hate,175
2022-02-04 07:00:00,COUNT=795,76
2022-02-04 11:00:00,COUNT=795,59
2022-02-04 14:00:00,First,116
2022-02-04 18:00:00,followers,32
2022-02-04 06:00:00,other,383
2022-02-04 11:00:00,w…,96
2022-02-04 06:00:00,COUNT=483,101
2022-02-04 05:00:00,ME,7
2022-02-04 10:00:00,Instagram,58
2022-02-04 09:00:00,makes,165
2022-02-04 08:00:00,able,134
2022-02-04 16:00:00,COUNT=555,145
2022-02-04 10:00:00,COUNT=279,128
2022-02-04 05:00:00,A,77
2022-02-04 15:00:00,COUNT=532,24
2022-02-04 16:00:00,COUNT=519,34
2022-02-04 10:00:00,COUNT=978,84
2022-02-04 17:00:00,my,2682
2022-02-04 17:00:00,COUNT=977,64
2022-02-04 05:00:00,kids,8
2022-02-01 20:00:00,#마크,6
2022-02-04 13:00:00,i,2112
2022-02-04 13:00:00,been,734
2022-02-04 07:00:00,random,79
2022-02-04 06:00:00,24,165
2022-02-04 08:00:00,look,383
2022-02-04 17:00:00,DO,77
2022-02-01 21:00:00,20,14
2022-02-04 10:00:00,world,193
2022-02-04 12:00:00,ago,73
2022-02-04 17:00:00,over,429
2022-02-04 05:00:00,something,27
2022-02-04 18:00:00,house,38
2022-02-04 10:00:00,checked,107
2022-02-04 13:00:00,COUNT=649,49
2022-02-04 10:00:00,think,670
2022-02-04 15:00:00,Day,94
2022-02-04 08:00:00,COUNT=847,108
2022-02-04 11:00:00,a,9778
2022-02-04 07:00:00,went,154
2022-02-01 20:00:00,?,165
2022-02-04 09:00:00,know,941
2022-02-04 11:00:00,COUNT=958,80
2022-02-04 14:00:00,COUNT=788,53
2022-02-04 16:00:00,I’m,494
2022-02-04 13:00:00,COUNT=899,61
2022-02-04 13:00:00,They,330
2022-02-04 12:00:00,Biden,138
2022-02-01 20:00:00,COUNT=991,38
2022-02-04 13:00:00,bitch,96
2022-02-04 10:00:00,COUNT=18,2124
2022-02-04 11:00:00,COUNT=11,3344
2022-02-04 07:00:00,COUNT=14,2667
2022-02-04 12:00:00,COUNT=97,589
2022-02-01 21:00:00,COUNT=50,120
2022-02-01 21:00:00,COUNT=54,151
2022-02-01 21:00:00,COUNT=78,94
2022-02-04 14:00:00,COUNT=38,1175
2022-02-04 09:00:00,COUNT=111,364
2022-02-04 07:00:00,COUNT=318,196
2022-02-04 14:00:00,COUNT=243,206
2022-02-01 20:00:00,COUNT=533,69
2022-02-04 07:00:00,COUNT=105,545
2022-02-04 07:00:00,COUNT=90,669
2022-02-04 06:00:00,now.,148
2022-02-04 17:00:00,COUNT=122,260
2022-02-04 16:00:00,COUNT=138,333
2022-02-04 08:00:00,COUNT=69,646
2022-02-04 15:00:00,COUNT=146,348
2022-02-04 10:00:00,COUNT=211,325
2022-02-04 07:00:00,COUNT=145,510
2022-02-04 15:00:00,PM,90
2022-02-04 05:00:00,COUNT=45,71
2022-02-01 20:00:00,COUNT=75,375
2022-02-01 20:00:00,COUNT=118,343
2022-02-01 20:00:00,COUNT=419,281
2022-02-01 20:00:00,COUNT=96,281
2022-02-01 21:00:00,COUNT=296,19
2022-02-01 21:00:00,COUNT=741,11
2022-02-04 17:00:00,COUNT=317,217
2022-02-04 18:00:00,COUNT=517,82
2022-02-04 10:00:00,COUNT=285,204
2022-02-04 11:00:00,COUNT=285,254
2022-02-04 09:00:00,COUNT=431,201
2022-02-04 10:00:00,COUNT=356,128
2022-02-04 10:00:00,could,311
2022-02-04 07:00:00,COUNT=324,280
2022-02-01 21:00:00,COUNT=135,30
2022-02-04 12:00:00,vote,756
2022-02-04 11:00:00,Great,91
2022-02-04 07:00:00,COUNT=215,274
2022-02-04 17:00:00,fact,86
2022-02-04 09:00:00,COUNT=361,186
2022-02-01 21:00:00,COUNT=158,52
2022-02-04 13:00:00,down,219
2022-02-04 07:00:00,down,308
2022-02-04 05:00:00,COUNT=313,26
2022-02-04 08:00:00,COUNT=811,118
2022-02-04 09:00:00,COUNT=275,118
2022-02-04 13:00:00,COUNT=426,133
2022-02-04 18:00:00,COUNT=436,38
2022-02-04 12:00:00,by,1740
2022-02-04 12:00:00,COUNT=470,342
2022-02-04 06:00:00,COUNT=222,192
2022-02-04 07:00:00,COUNT=463,162
2022-02-04 16:00:00,February,135
2022-02-04 08:00:00,COUNT=168,380
2022-02-04 17:00:00,COUNT=368,258
2022-02-04 09:00:00,COUNT=716,40
2022-02-04 15:00:00,COUNT=707,128
2022-02-04 09:00:00,hot,115
2022-02-04 07:00:00,COUNT=618,145
2022-02-04 05:00:00,can,127
2022-02-04 18:00:00,COUNT=226,117
2022-02-04 14:00:00,COUNT=694,143
2022-02-04 12:00:00,COUNT=330,277
2022-02-04 05:00:00,love,103
2022-02-04 05:00:00,COUNT=294,23
2022-02-04 10:00:00,COUNT=230,313
2022-02-04 10:00:00,COUNT=530,250
2022-02-04 13:00:00,COUNT=985,151
2022-02-04 06:00:00,bit,104
2022-02-04 17:00:00,COUNT=229,145
2022-02-04 14:00:00,COUNT=595,92
2022-02-04 17:00:00,COUNT=885,52
2022-02-04 07:00:00,with,3195
2022-02-04 16:00:00,100,144
2022-02-04 13:00:00,COUNT=609,141
2022-02-04 17:00:00,already,153
2022-02-01 21:00:00,story,14
2022-02-04 14:00:00,great,222
2022-02-04 17:00:00,COUNT=651,41
2022-02-04 17:00:00,COUNT=828,55
2022-02-04 10:00:00,COUNT=861,80
2022-02-04 14:00:00,WL,299
2022-02-04 14:00:00,should,398
2022-02-04 07:00:00,COUNT=584,106
2022-02-01 20:00:00,COUNT=516,50
2022-02-04 15:00:00,forever,53
2022-02-04 14:00:00,Join,355
2022-02-04 15:00:00,Join,348
2022-02-04 16:00:00,US,115
2022-02-04 07:00:00,COUNT=305,143
2022-02-04 11:00:00,probably,87
2022-02-04 09:00:00,🔔,131
2022-02-04 05:00:00,now,75
2022-02-04 14:00:00,only,592
2022-02-04 16:00:00,Our,159
2022-02-04 13:00:00,#BTSARMY,283
2022-02-04 13:00:00,automatically,24
2022-02-04 09:00:00,women,97
2022-02-04 17:00:00,COUNT=588,79
2022-02-04 15:00:00,done,282
2022-02-01 21:00:00,COUNT=869,16
2022-02-04 08:00:00,COUNT=687,114
2022-02-04 14:00:00,COUNT=735,252
2022-02-04 16:00:00,let's,100
2022-02-04 11:00:00,win,298
2022-02-04 08:00:00,like,2156
2022-02-04 12:00:00,With,188
2022-02-04 15:00:00,it.,190
2022-02-04 09:00:00,here,430
2022-02-04 18:00:00,every,143
2022-02-04 17:00:00,Is,191
2022-02-04 09:00:00,Only,77
2022-02-01 21:00:00,:),12
2022-02-04 06:00:00,Big,108
2022-02-04 16:00:00,ago,84
2022-02-04 15:00:00,Here,80
2022-02-04 12:00:00,least,97
2022-02-04 15:00:00,well,184
2022-02-04 10:00:00,feeling,84
2022-02-04 09:00:00,",",216
2022-02-04 16:00:00,COUNT=733,54
2022-02-01 21:00:00,🔥,37
2022-02-04 07:00:00,fans,124
2022-02-04 06:00:00,why,517
2022-02-04 13:00:00,||,283
2022-02-04 09:00:00,1.,116
2022-02-04 09:00:00,her,634
2022-02-04 15:00:00,COUNT=912,59
2022-02-04 16:00:00,funny,77
2022-02-04 18:00:00,or,440
2022-02-04 05:00:00,THIS,13
2022-02-04 14:00:00,less,79
2022-02-04 10:00:00,COUNT=7,4559
2022-02-04 10:00:00,COUNT=14,2800
2022-02-04 11:00:00,COUNT=20,2276
2022-02-01 21:00:00,COUNT=219,50
2022-02-04 11:00:00,COUNT=29,1410
